1,E4:A4:71:F8:1A:0B,1,66,2437,1048578,174229,0,0,0,1484648794,1484648804,1484648794,1484648804,20:28:18:A1:DC:82,"66 64 64 68 68"
2,E4:A4:71:F8:1A:0B,1,66,2437,1048578,174235,0,0,0,1484648804,1484648815,1484648804,1484648815,20:28:18:A1:DC:82,"66 68 66 68 68 68"
3,E4:A4:71:F8:1A:0B,1,66,2437,1048578,174188,0,0,0,1484648733,1484648744,1484648733,1484648744,20:28:18:A1:DC:82,"68 64 66 66 68 64 68"
4,E4:A4:71:F8:1A:0B,1,67,2437,1048578,174197,0,0,0,1484648744,1484648754,1484648744,1484648754,20:28:18:A1:DC:82,"70 66 64 68 66 68 64 68 64"
5,E4:A4:71:F8:1A:0B,1,66,2437,1048578,174201,0,0,0,1484648754,1484648764,1484648754,1484648764,20:28:18:A1:DC:82,"66 68 68 70"
6,E4:A4:71:F8:1A:0B,1,68,2437,1048578,174209,0,0,0,1484648764,1484648774,1484648764,1484648774,20:28:18:A1:DC:82,"68 68 68 68 68 70 68 70"
7,E4:A4:71:F8:1A:0B,1,68,2437,1048578,174217,0,0,0,1484648774,1484648784,1484648774,1484648784,20:28:18:A1:DC:82,"70 66 68 70 68 66 68 68"
8,E4:A4:71:F8:1A:0B,1,68,2437,1048578,174224,0,0,0,1484648784,1484648794,1484648784,1484648794,20:28:18:A1:DC:82,"68 70 68 70 70 68 66"
9,E4:A4:71:BC:1F:29,1,62,2437,1048578,626,0,0,0,1484648794,1484648804,1484648794,1484648804,20:28:18:A1:DC:82,62
10,E4:A4:71:BC:1F:29,1,64,2437,1048578,625,0,0,0,1484648744,1484648754,1484648744,1484648754,20:28:18:A1:DC:82,"64 64"
11,E4:A4:71:ED:FB:7A,1,68,2437,1048578,572,0,0,0,1484648764,1484648774,1484648764,1484648774,20:28:18:A1:DC:82,68
12,A4:02:B9:7F:FF:49,1,70,2437,1048578,195,0,260,0,1484648764,1484648774,1484648764,1484648774,20:28:18:A1:DC:82,70
13,F4:8E:92:D6:51:B7,1,68,2437,2052,14,0,6204,0,1484648794,1484648804,1484648794,1484648804,20:28:18:A1:DC:82,"68 68"
14,F4:8E:92:D6:51:B7,1,68,2437,2052,14,0,6212,0,1484648804,1484648815,1484648804,1484648815,20:28:18:A1:DC:82,"68 70 68 68 68 70 68 68"
15,F4:8E:92:D6:51:B7,1,67,2437,2052,14,0,6056,0,1484648733,1484648744,1484648733,1484648744,20:28:18:A1:DC:82,"68 66 68 68 68 66 66"
16,F4:8E:92:D6:51:B7,1,67,2437,2052,14,0,6062,0,1484648744,1484648754,1484648744,1484648754,20:28:18:A1:DC:82,"68 68 68 66 70 66"
17,F4:8E:92:D6:51:B7,1,67,2437,2052,14,0,6066,0,1484648754,1484648764,1484648754,1484648764,20:28:18:A1:DC:82,"68 68 66 66"
18,F4:8E:92:D6:51:B7,1,67,2437,2052,14,0,6155,0,1484648764,1484648774,1484648764,1484648774,20:28:18:A1:DC:82,"68 68 68 68 68 68 68 68 68 68"
