1,E4:A4:71:F8:1A:0B,1,64,2437,1048578,174419,0,0,0,1484649100,1484649110,1484649100,1484649110,20:28:18:A1:DC:82,"64 64 64 68 64 68"
2,E4:A4:71:F8:1A:0B,1,66,2437,1048578,174427,0,0,0,1484649110,1484649120,1484649110,1484649120,20:28:18:A1:DC:82,"66 68 66 66 66 68 66 68"
3,E4:A4:71:F8:1A:0B,1,66,2437,1048578,174434,0,0,0,1484649120,1484649130,1484649120,1484649130,20:28:18:A1:DC:82,"68 66 66 66 66 64 68"
4,E4:A4:71:F8:1A:0B,1,67,2437,1048578,174441,0,0,0,1484649130,1484649140,1484649130,1484649140,20:28:18:A1:DC:82,"68 66 68 68 68 64 68"
5,E4:A4:71:F8:1A:0B,1,64,2437,1048578,174395,0,0,0,1484649059,1484649070,1484649059,1484649070,20:28:18:A1:DC:82,"64 64 64 66 64 68"
6,E4:A4:71:F8:1A:0B,1,65,2437,1048578,174401,0,0,0,1484649070,1484649080,1484649070,1484649080,20:28:18:A1:DC:82,"64 66 66 68 68 68"
7,E4:A4:71:F8:1A:0B,1,66,2437,1048578,174405,0,0,0,1484649080,1484649090,1484649080,1484649090,20:28:18:A1:DC:82,"66 68 66 66"
8,E4:A4:71:F8:1A:0B,1,66,2437,1048578,174413,0,0,0,1484649090,1484649100,1484649090,1484649100,20:28:18:A1:DC:82,"66 68 66 66 66 68 66 68"
9,E4:A4:71:BC:1F:29,1,66,2437,1048578,631,0,0,0,1484649100,1484649110,1484649100,1484649110,20:28:18:A1:DC:82,66
10,E4:A4:71:ED:FB:7A,1,68,2437,1048578,577,0,0,0,1484649120,1484649130,1484649120,1484649130,20:28:18:A1:DC:82,68
11,E4:A4:71:ED:FB:7A,1,64,2437,1048578,576,0,0,0,1484649059,1484649070,1484649059,1484649070,20:28:18:A1:DC:82,64
12,A4:02:B9:7F:FF:49,1,70,2437,1048578,201,0,260,0,1484649120,1484649130,1484649120,1484649130,20:28:18:A1:DC:82,70
13,F4:8E:92:D6:51:B7,1,66,2437,2052,14,0,6505,0,1484649110,1484649120,1484649110,1484649120,20:28:18:A1:DC:82,"66 66 66 66 66 66 68"
14,F4:8E:92:D6:51:B7,1,65,2437,2052,14,0,6513,0,1484649130,1484649140,1484649130,1484649140,20:28:18:A1:DC:82,"66 66 64 68 66 66 66 64"
15,F4:8E:92:D6:51:B7,1,66,2437,2052,14,0,6490,0,1484649059,1484649070,1484649059,1484649070,20:28:18:A1:DC:82,"66 66 66 66"
16,F4:8E:92:D6:51:B7,1,66,2437,2052,14,0,6492,0,1484649070,1484649080,1484649070,1484649080,20:28:18:A1:DC:82,"66 66"
17,F4:8E:92:D6:51:B7,1,69,2437,2052,14,0,6495,0,1484649080,1484649090,1484649080,1484649090,20:28:18:A1:DC:82,"70 68 68"
18,F4:8E:92:D6:51:B7,1,67,2437,2052,14,0,6498,0,1484649090,1484649100,1484649090,1484649100,20:28:18:A1:DC:82,"68 64 64"
19,38:A4:ED:53:77:9F,1,78,2437,2052,9,0,3586,0,1484649110,1484649120,1484649110,1484649120,20:28:18:A1:DC:82,78
20,38:A4:ED:53:77:9F,1,86,2437,2052,9,0,3587,0,1484649120,1484649130,1484649120,1484649130,20:28:18:A1:DC:82,86
21,38:A4:ED:53:77:9F,1,84,2437,2052,9,0,3590,0,1484649130,1484649140,1484649130,1484649140,20:28:18:A1:DC:82,"86 86 70"
