1,E4:A4:71:F8:1A:0B,1,65,2437,1048578,174241,0,0,0,1484648815,1484648825,1484648815,1484648825,20:28:18:A1:DC:82,"66 64 64 68 64 66"
2,E4:A4:71:F8:1A:0B,1,66,2437,1048578,174248,0,0,0,1484648825,1484648836,1484648825,1484648836,20:28:18:A1:DC:82,"66 68 66 64 68 64 68"
3,E4:A4:71:F8:1A:0B,1,65,2437,1048578,174254,0,0,0,1484648836,1484648846,1484648836,1484648846,20:28:18:A1:DC:82,"66 64 64 66 64 66"
4,E4:A4:71:F8:1A:0B,1,65,2437,1048578,174261,0,0,0,1484648846,1484648856,1484648846,1484648856,20:28:18:A1:DC:82,"66 64 64 64 66 64 66"
5,E4:A4:71:F8:1A:0B,1,65,2437,1048578,174271,0,0,0,1484648856,1484648866,1484648856,1484648866,20:28:18:A1:DC:82,"66 66 68 66 66 66 66 66 66 64"
6,E4:A4:71:F8:1A:0B,1,64,2437,1048578,174275,0,0,0,1484648866,1484648876,1484648866,1484648876,20:28:18:A1:DC:82,"64 66 64 66"
7,E4:A4:71:F8:1A:0B,1,66,2437,1048578,174284,0,0,0,1484648876,1484648886,1484648876,1484648886,20:28:18:A1:DC:82,"68 64 64 66 66 66 68 66 64"
8,E4:A4:71:F8:1A:0B,1,67,2437,1048578,174291,0,0,0,1484648886,1484648896,1484648886,1484648896,20:28:18:A1:DC:82,"68 68 68 66 66 64 68"
9,E4:A4:71:BC:1F:29,1,64,2437,1048578,627,0,0,0,1484648856,1484648866,1484648856,1484648866,20:28:18:A1:DC:82,64
10,E4:A4:71:ED:FB:7A,1,67,2437,1048578,574,0,0,0,1484648886,1484648896,1484648886,1484648896,20:28:18:A1:DC:82,"68 66"
11,A4:02:B9:7F:FF:49,1,72,2437,1048578,196,0,260,0,1484648836,1484648846,1484648836,1484648846,20:28:18:A1:DC:82,72
12,F4:8E:92:D6:51:B7,1,67,2437,2052,14,0,6218,0,1484648825,1484648836,1484648825,1484648836,20:28:18:A1:DC:82,"68 66 64 68 68 66"
13,F4:8E:92:D6:51:B7,1,65,2437,2052,14,0,6230,0,1484648836,1484648846,1484648836,1484648846,20:28:18:A1:DC:82,"64 66 64 64 66 66 66 66 66 68"
14,F4:8E:92:D6:51:B7,1,66,2437,2052,14,0,6231,0,1484648846,1484648856,1484648846,1484648856,20:28:18:A1:DC:82,66
15,F4:8E:92:D6:51:B7,1,66,2437,2052,14,0,6236,0,1484648866,1484648876,1484648866,1484648876,20:28:18:A1:DC:82,"66 68 68 70 64"
16,F4:8E:92:D6:51:B7,1,68,2437,2052,14,0,6237,0,1484648876,1484648886,1484648876,1484648886,20:28:18:A1:DC:82,68
17,38:A4:ED:53:77:9F,1,83,2437,2052,9,0,3381,0,1484648815,1484648825,1484648815,1484648825,20:28:18:A1:DC:82,"82 90 84 82 80 86 86 86 86 82"
18,38:A4:ED:53:77:9F,1,77,2437,2052,9,0,3551,0,1484648825,1484648836,1484648825,1484648836,20:28:18:A1:DC:82,"78 78 78 78 76 76 78 74 74 74"
19,38:A4:ED:53:77:9F,1,83,2437,2052,9,0,3561,0,1484648836,1484648846,1484648836,1484648846,20:28:18:A1:DC:82,"86 86 84 84 84 84 84 84 78 82"
20,38:A4:ED:53:77:9F,1,84,2437,2052,9,0,3563,0,1484648866,1484648876,1484648866,1484648876,20:28:18:A1:DC:82,"84 86"
21,38:A4:ED:53:77:9F,1,86,2437,2052,9,0,3564,0,1484648886,1484648896,1484648886,1484648896,20:28:18:A1:DC:82,86
22,A4:02:B9:7F:3E:92,1,66,2437,1048578,75,0,0,0,1484648815,1484648825,1484648815,1484648825,20:28:18:A1:DC:82,66
23,A4:02:B9:7F:3E:92,1,66,2437,1048578,76,0,0,0,1484648886,1484648896,1484648886,1484648896,20:28:18:A1:DC:82,66
24,C4:07:2F:88:8E:64,1,88,2437,2052,4,0,1655,0,1484648815,1484648825,1484648815,1484648825,20:28:18:A1:DC:82,88
25,C4:07:2F:88:8E:64,1,88,2437,2052,4,0,1661,0,1484648846,1484648856,1484648846,1484648856,20:28:18:A1:DC:82,"88 88 88 88 88 88"
26,C4:07:2F:88:8E:64,1,83,2437,2052,4,0,1672,0,1484648866,1484648876,1484648866,1484648876,20:28:18:A1:DC:82,"84 84 84 80 80 84 84 84 84 84"
27,C4:07:2F:88:8E:64,1,84,2437,2052,4,0,1673,0,1484648876,1484648886,1484648876,1484648886,20:28:18:A1:DC:82,84
28,C4:07:2F:88:8E:64,1,84,2437,2052,4,0,1678,0,1484648886,1484648896,1484648886,1484648896,20:28:18:A1:DC:82,"84 84 84 86 88"
29,FC:4D:D4:53:16:FA,1,78,2437,2052,17,0,24910,0,1484648815,1484648825,1484648815,1484648825,20:28:18:A1:DC:82,"80 72 80 78 80 74 80 80 80"
30,FC:4D:D4:53:16:FA,1,79,2437,2052,17,0,24922,0,1484648825,1484648836,1484648825,1484648836,20:28:18:A1:DC:82,"80 80 78 76 68 82 76 80 80 80"
31,FC:4D:D4:53:16:FA,1,78,2437,2052,17,0,24932,0,1484648836,1484648846,1484648836,1484648846,20:28:18:A1:DC:82,"78 80 80 80 80 74 80 80 78 76"
32,FC:4D:D4:53:16:FA,1,80,2437,2052,17,0,24943,0,1484648846,1484648856,1484648846,1484648856,20:28:18:A1:DC:82,"82 80 84 82 78 82 82 82 76 74"
33,FC:4D:D4:53:16:FA,1,81,2437,2052,17,0,24968,0,1484648856,1484648866,1484648856,1484648866,20:28:18:A1:DC:82,"82 82 82 82 82 72 82 80 82 82"
34,FC:4D:D4:53:16:FA,1,81,2437,2052,17,0,24990,0,1484648866,1484648876,1484648866,1484648876,20:28:18:A1:DC:82,"82 80 82 82 82 82 80 80 82 80"
35,FC:4D:D4:53:16:FA,1,80,2437,2052,17,0,25004,0,1484648876,1484648886,1484648876,1484648886,20:28:18:A1:DC:82,"76 82 82 82 80 80 78 74 82 82"
36,FC:4D:D4:53:16:FA,1,81,2437,2052,17,0,25013,0,1484648886,1484648896,1484648886,1484648896,20:28:18:A1:DC:82,"84 82 80 82 82 82 84 78 74"
37,68:64:4B:EF:48:43,1,86,2437,2052,12,0,178,0,1484648866,1484648876,1484648866,1484648876,20:28:18:A1:DC:82,86
38,AC:7B:A1:08:E0:21,1,68,2437,1048578,4,0,0,0,1484648825,1484648836,1484648825,1484648836,20:28:18:A1:DC:82,68
39,E4:A4:71:BC:1D:17,1,72,2437,1048578,4,0,0,0,1484648836,1484648846,1484648836,1484648846,20:28:18:A1:DC:82,"72 72"
40,74:23:44:E7:0C:AB,1,65,2437,1048578,13,0,0,0,1484648856,1484648866,1484648856,1484648866,20:28:18:A1:DC:82,"66 64"
41,74:23:44:E7:0C:AB,1,64,2437,1048578,14,0,0,0,1484648886,1484648896,1484648886,1484648896,20:28:18:A1:DC:82,64
42,EC:01:EE:53:D8:DA,1,83,2437,1048578,5,0,0,0,1484648825,1484648836,1484648825,1484648836,20:28:18:A1:DC:82,"84 80"
43,B4:EF:FA:44:80:F3,1,72,2437,1048578,2,0,0,0,1484648815,1484648825,1484648815,1484648825,20:28:18:A1:DC:82,"72 72"
44,24:09:95:04:E8:10,1,90,2437,1048578,1,0,0,0,1484648846,1484648856,1484648846,1484648856,20:28:18:A1:DC:82,90
